date,LU0345759590,LU1035775359,LU0082770016,LU0149726845,IE00B2R34X65,IE00B889SK00,LU0219443438,LU0219496394,LU0571063014,TW000T3743D3
2019-05-29,0.05916047621695469,0.06553495665356478,0.0642257117459333,0.05972102799073557,0.15558729270146887,0.1642511115352135,0.06367775694184567,0.05510814255632966,0.15555229455542086,0.157181229102533
2019-06-04,0.06365561739285415,0.06354772648482987,0.06319127710770617,0.06198614930775213,0.15704765945430255,0.15850680134139,0.0630385186891012,0.05562539623304284,0.1583875350642286,0.1550133189247926
2019-06-09,0.06401706791841694,0.05465735441664715,0.05912987069997091,0.06023005501406752,0.15914851045150996,0.1638795575685682,0.06474885406849579,0.056369505820873085,0.16142624045617568,0.15639298358527468
2019-06-14,0.07796472065481791,0.05365757123523929,0.06113371312862164,0.061003012690129026,0.153523105008174,0.1641461061964741,0.06398367975871973,0.05437701890419842,0.1560716268678941,0.15413944555573178
2019-06-21,0.11873366629635614,0.05714933992451642,0.05947674318845037,0.05960748203606622,0.1461507946460312,0.15287782291712537,0.059462091770481416,0.05176578810666789,0.14899571387226107,0.1457805572420439
2019-06-28,0.10923311846508679,0.05710914402307178,0.0578341560849841,0.059479496412670786,0.14922413206939525,0.1524984096142524,0.06015711857750424,0.0526727771723307,0.1521723267442248,0.14961932083647908
2019-07-05,0.09840014840000702,0.056047715844455136,0.05753559270654529,0.05833328729167425,0.1519293439055078,0.15361064081999018,0.06278158736274277,0.053460978380970116,0.1552254758819513,0.15267522940615616
2019-07-11,0.10502715131593454,0.05540949385187146,0.05695289543787437,0.056829107133808655,0.15097302952925115,0.15264374357429736,0.06080852037895838,0.05312446996936094,0.15488209144291706,0.15334949736572595
2019-07-18,0.07257037942463208,0.06471243686607497,0.05466432265372696,0.05562529698332543,0.15504867647226458,0.16629236421766797,0.06509413234769902,0.05465745908893259,0.15534207881554696,0.15599285313012945
2019-07-25,0.06543357910960439,0.065094739469932,0.054977690968508984,0.05582799419390385,0.1570926703589385,0.1670155747759472,0.06542268169384938,0.055424278053875065,0.15656053329180789,0.15715025808363278
2019-08-01,0.06475890105026233,0.06057441058951448,0.054897203359403526,0.055561423683268406,0.15950916322592323,0.16512064570381427,0.0652100030738321,0.05627684725566498,0.15919916564441647,0.15889223641390024
2019-08-06,0.0895231425183988,0.058382815591780796,0.05271013535204105,0.05353420839397342,0.15931403740505984,0.15070574454043095,0.05332917312543581,0.06221811119904476,0.1594495966752562,0.16083303519857842
2019-08-11,0.06448957601466404,0.05586953489110877,0.05436518505853894,0.05596711433689135,0.16495514150344845,0.15531427055509733,0.05441197827741854,0.06436138015448181,0.16492258193502468,0.16534323727332598
2019-08-16,0.058411587774324654,0.06572397930063577,0.05546776995825213,0.05760659033392306,0.15657405092275814,0.16814717884130187,0.0661029737419905,0.05808006376971923,0.15589129420907394,0.1579945111480207
2019-08-23,0.05623936718889056,0.06554759626664779,0.05936160288171556,0.05594947410415717,0.15811985666806114,0.16895993960358274,0.0658528212187247,0.0554333176454438,0.15582559740194546,0.15871042702083105
2019-08-30,0.05873890752901706,0.06507805272235831,0.056227711490187536,0.05496992498049251,0.16274096225933618,0.1590115389576021,0.06224754474708679,0.057053374857183155,0.1618097136948582,0.1621222687618783
2019-09-05,0.060587696603365514,0.06519973879443831,0.058338925221979594,0.05709888267970926,0.16285693377144947,0.15513926169375855,0.05856379930253313,0.05777944861625256,0.16377619687223394,0.16065911644427955
2019-09-10,0.08937163042997895,0.05507497644032078,0.05162100702863403,0.061444415761098096,0.15809500009615585,0.14870805211778612,0.06145268421712345,0.0580348009906374,0.15795038638444694,0.15824704653381838
2019-09-17,0.08872935613482895,0.05213943301853042,0.05213148619261016,0.05895772314976394,0.15881673548203368,0.14929661264625507,0.062105778043430045,0.05977446153400046,0.1587479488758282,0.15930046492271902
2019-09-24,0.06476668238807591,0.06043020411864122,0.05464080070188422,0.0549981840716281,0.16304388182189034,0.15639651872263052,0.05914155210676828,0.06136544875284388,0.16185614921031202,0.1633605781053255
2019-10-01,0.06400051148314395,0.060979247280961366,0.054149532436675855,0.054402967640801235,0.1643777645160191,0.15481885304504145,0.0581453363717974,0.06093815009471049,0.163610032772866,0.16457760435798324
2019-10-06,0.06853487531479165,0.05489591179113143,0.06528801537636103,0.0566481516485956,0.15934530966598812,0.15265385721896468,0.05647715130131328,0.06328023907815375,0.16116172059443296,0.16171476801026752
2019-10-11,0.06362169050438692,0.05427564962288739,0.06382935663559464,0.06464100266044365,0.1595577326759733,0.15346383554572082,0.05393921967725993,0.06336459787657549,0.16137656505929246,0.1619303497418654
2019-10-17,0.05746274801910839,0.06568893753592242,0.06552584555648078,0.06013190579996373,0.15269200953563652,0.16540794203502887,0.06786742776066099,0.05765447156465347,0.1529913217676299,0.154577390424915
2019-10-24,0.055001648651039646,0.06508619666231831,0.06512657279121722,0.0552485488674025,0.1571414956410836,0.1679251602753127,0.0654547784145809,0.055317876900844595,0.1569963221971954,0.15670139959900514
2019-10-31,0.05484288080572112,0.06472639112141367,0.06475941344784808,0.05721492710637083,0.1564568295687747,0.16701660540207064,0.06480613334249873,0.05551482193198736,0.15643448543400626,0.15822751183930853
2019-11-05,0.056453801945401706,0.06459536581736997,0.06459064912304747,0.058814311633025855,0.1575339620154029,0.15813019258382727,0.06465244568607313,0.05612182390418013,0.1580901553790921,0.16101729191257935
2019-11-10,0.0597060899610747,0.05955422537197255,0.05502917133305192,0.05527258117726137,0.16464850110128323,0.15489240732933307,0.0638409881140054,0.05775330527169494,0.16465684908499012,0.16464588125533267
2019-11-15,0.062166741417415315,0.05817140537505714,0.054261806921530466,0.05473397583171798,0.16486342651070338,0.15526776215120897,0.06198496706465246,0.06007316928309303,0.16465931792936966,0.16381742751525166
2019-11-22,0.06139242776447126,0.0633398508063232,0.053804556172943066,0.0540007841936106,0.16341158790653063,0.1546092368950844,0.06125521995244942,0.061207124718834056,0.16307181568111367,0.16390739590863973
2019-11-29,0.06113403480103877,0.06385084209042184,0.05386952526756334,0.05412268916568767,0.16089953555597308,0.1561961878767831,0.06283999515307578,0.06268211928642559,0.16062297734599915,0.1637820934570318
2019-12-06,0.10396309034924721,0.059599129455609905,0.05120570999117975,0.052438191425897736,0.1533107200098203,0.15357685105900587,0.05962929447106612,0.059618742907461116,0.15349593509868525,0.15316233523202671
2019-12-11,0.06681492634813417,0.05957026721815954,0.05574791489603547,0.05741455564875578,0.1585773559801986,0.15912518465600953,0.06095187375527363,0.06386282558033263,0.1583904558264706,0.1595446400906301
2019-12-18,0.06645750739228946,0.05903486405845204,0.05530315870449557,0.05689852750345689,0.15715210104321928,0.15769500596733824,0.06040405305003566,0.06517666350383632,0.15820429416627477,0.16367382461060165
2019-12-25,0.06702614553168937,0.05817297125287141,0.054043732861085374,0.05510287572762067,0.15791538774748476,0.1581279061245823,0.06017089358582612,0.06405730101004119,0.16066051850129212,0.16472226765750672
2020-01-01,0.06641372796745641,0.05786224723811025,0.053978799765637915,0.054042587791595535,0.15704804610596537,0.16003320157317596,0.06076809585595012,0.06321734981545879,0.16164156525022383,0.1649943786364258
2020-01-06,0.06873996558806693,0.06699426363878953,0.056555695780407846,0.0566845752196435,0.17306953611522963,0.0939406206663679,0.056567549266551186,0.06700797992672508,0.17478683130997566,0.18565298248824263
2020-01-12,0.08237094004980423,0.07640282491163411,0.056336194493997446,0.05645684047109373,0.1717710436599491,0.07210181772509733,0.05637436769643218,0.06679316911550619,0.1722274758477629,0.18916532602872282
2020-01-17,0.06486480790942262,0.10843092481632505,0.05517578428314053,0.055830495866296584,0.15643121917535108,0.10995122059642587,0.0649767930569526,0.06073731606012615,0.15670685874288112,0.16689457949307845
2020-01-24,0.08097030354737829,0.10573334041176997,0.051697441167064456,0.0522919834734057,0.1474960583737205,0.14302244524262567,0.06172388100519766,0.056065641166895344,0.14809868832366269,0.1529002172882797
2020-01-31,0.12643261337631345,0.06364667432779898,0.051447965481581724,0.05344761983863334,0.14718501403865128,0.14201511316431215,0.05910294769740275,0.057006487334979095,0.14789590091290417,0.151819663827423
2020-02-06,0.13856030358783564,0.05822882266955817,0.051416963126178376,0.05295985038401107,0.14962988126447313,0.13988622918794452,0.055260583206227246,0.054775234880232115,0.14965743748172608,0.14962469421181376
2020-02-12,0.09906006692714847,0.059440568738710356,0.05462670927360285,0.05463619639114697,0.15476116128535347,0.1562758452236263,0.05453058939850074,0.05448192761021219,0.15591167490449015,0.15627526024720856
2020-02-19,0.07769506098557219,0.06416125652073879,0.06446429025780939,0.06527930553794425,0.15103077299124917,0.1530505806725429,0.06472122725307028,0.0543849602760005,0.15234523421268736,0.15286731129238523
2020-02-26,0.09411604536904229,0.06253778513031777,0.06257174171582616,0.06309411396281889,0.15042441782325205,0.1510224811958544,0.06271404027938843,0.052515596903935834,0.15065832089896153,0.15034545672060262
2020-03-03,0.13461624197486216,0.057411310424441725,0.05745762272145182,0.05751125378236794,0.14643512025072,0.14535774389828543,0.05747559519864155,0.051085403835300754,0.14532406773136083,0.14732564018256775
2020-03-08,0.1030132882846805,0.05419013258518338,0.0594006211109214,0.06131907142676389,0.1579822187903366,0.14580632382585307,0.05366945532469989,0.053610761271713506,0.15787580364766396,0.15313232373218388
2020-03-13,0.06784842080304353,0.0553608683066517,0.06483978346228521,0.0649093059110839,0.16435104400066586,0.1497298286300596,0.05477962527548357,0.05524773105866546,0.1621173818386639,0.16081601071339727
2020-03-20,0.06328105318333326,0.058574043235832325,0.0535421674975035,0.05385681185544253,0.1622165976888988,0.15876589085998188,0.061326538073554565,0.06409359852098358,0.16116366297675194,0.1631796361077177
2020-03-27,0.06320841131468437,0.05412099828948836,0.053366658024375534,0.053393785115864165,0.1624489874191385,0.16250119646714886,0.06178504133875958,0.06326266549766162,0.1627369524917707,0.1631753040411082
2020-04-03,0.06349087419673262,0.0594018358321159,0.06352548601945919,0.06350712529613854,0.1633292972208874,0.15399495672504465,0.05368607652275479,0.05692914173571255,0.16363732440274004,0.15849788204841425
2020-04-09,0.06353852052094242,0.05374859294313644,0.06352248252659988,0.063578998792874,0.1632344538098963,0.15373702572460118,0.054264455417134906,0.057679538457400134,0.16372402617719342,0.16297190563022132
2020-04-14,0.0686237640405629,0.05305235437975466,0.06295268659465177,0.0631751156571278,0.16095404701863972,0.15229154666796732,0.05389590880121784,0.06312249578559301,0.16166895678235146,0.16026312427213357
2020-04-21,0.06377271198359405,0.06218289637596108,0.06335044882953758,0.06227375921161688,0.15366042801551819,0.1537994530323887,0.053741153926560384,0.0633677535227689,0.1633448384317834,0.16050655667027078
2020-04-28,0.09735900383271842,0.05825842491729125,0.05771394417063609,0.06053016814962135,0.15504798219334834,0.14674344702646913,0.05115677225770589,0.060829515946005754,0.15624978166201667,0.15611095984418716
2020-05-03,0.06947035766683261,0.05616117926252319,0.05669891211153963,0.06288788699750815,0.16385657241263693,0.15759651265857097,0.05545087514436246,0.0574064191524749,0.16321442421992305,0.15725686037362813
2020-05-08,0.0635461162422225,0.053662384186488894,0.05802129658139452,0.06401433119968676,0.16361705851659014,0.15310253868017945,0.05411241011671708,0.06367000005317949,0.16357481587879097,0.1626790485447502
2020-05-14,0.06641760984059374,0.05423829452501665,0.05748594886507205,0.06449208745941613,0.16212587435262976,0.14870665158757818,0.05555138655725012,0.06443612470380707,0.16396690191682584,0.16257912019181045
2020-05-21,0.07439047649719102,0.05341893799314312,0.05530128690950106,0.06259789277848628,0.15981981712284396,0.15214457794443761,0.05550783538903823,0.06348001593847696,0.16142986555901642,0.16190929386786532
2020-05-28,0.07379934579282112,0.05656231959520281,0.05626437689958027,0.05897364552076418,0.1593184290446267,0.15394619323087627,0.05492045264729688,0.06272152894680426,0.16089756592256674,0.16259614239946088
2020-06-04,0.11793021254703837,0.05977356817970022,0.05157822986380689,0.053609294258117814,0.15297046197890377,0.147005689702789,0.05117783757092857,0.05972961530244223,0.15303434783272288,0.15319074276355021
